longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.13,34.11,45,1780,289,755,328,4.825,351100,<1H OCEAN
-118.13,34.1,24,4670,1185,2478,1107,3.1975,252400,<1H OCEAN
-118.13,34.09,42,700,212,662,210,3.0078,191700,<1H OCEAN
-118.13,34.09,42,2562,781,1936,687,2.2214,219000,<1H OCEAN
-118.13,34.08,40,1931,449,1367,446,2.575,228400,<1H OCEAN
-118.13,34.08,34,3848,991,2814,972,2.6716,227100,<1H OCEAN
-118.13,34.08,35,2517,662,1883,607,2.5787,223000,<1H OCEAN
-118.13,34.07,32,1880,428,1404,424,3.085,220500,<1H OCEAN
-118.13,34.06,17,1714,572,1590,568,1.1875,183900,<1H OCEAN
-118.13,34.07,20,2130,654,1870,578,2.3664,192200,<1H OCEAN
-118.13,34.06,30,1692,398,1130,365,2.8672,198500,<1H OCEAN
-118.13,34.05,35,3229,616,1879,595,3.9531,268400,<1H OCEAN
-118.13,34.04,36,1938,364,1118,374,3.5833,227300,<1H OCEAN
-118.13,34.04,40,1444,312,881,303,3.1083,220500,<1H OCEAN
-118.13,34.04,42,2205,451,1392,423,4.3646,211400,<1H OCEAN
-118.13,34.03,31,4267,1070,3176,1071,3.0212,208200,<1H OCEAN
-118.13,34.02,38,1243,310,788,286,2.5852,185100,<1H OCEAN
-118.13,34.02,40,2988,690,2144,667,2.3359,189300,<1H OCEAN
-118.13,34.02,41,734,190,565,191,2.2813,192000,<1H OCEAN
-118.13,34.02,43,396,91,261,73,2.9044,172900,<1H OCEAN
-118.13,34.03,42,2203,467,1470,488,2.8385,192200,<1H OCEAN
-118.13,34.02,36,984,275,1024,284,2.125,153500,<1H OCEAN
-118.13,34.01,45,1179,268,736,252,2.7083,161800,<1H OCEAN
-118.13,34.01,40,2412,629,2119,600,2.075,151100,<1H OCEAN
-118.13,34.01,43,782,207,827,223,3.1538,154300,<1H OCEAN
-118.12,34.19,52,2405,299,970,319,8.7835,444100,INLAND
-118.12,34.18,44,2357,342,891,337,6.3467,352700,INLAND
-118.12,34.18,47,2344,513,1537,481,3.4777,230600,INLAND
-118.12,34.17,37,2705,676,1551,608,2.2692,225000,INLAND
-118.12,34.17,52,1835,330,777,317,3.7159,315400,INLAND
-118.12,34.16,30,1762,416,940,398,2.8631,188600,<1H OCEAN
-118.12,34.15,19,557,216,673,212,2.1763,168800,<1H OCEAN
-118.12,34.15,22,1671,480,1005,443,3.0119,171400,<1H OCEAN
-118.12,34.17,52,2948,542,1363,495,4.7098,287900,INLAND
-118.12,34.17,52,2166,483,1308,467,3.0417,222600,INLAND
-118.12,34.15,35,1760,447,984,384,3.4167,198200,<1H OCEAN
-118.12,34.16,52,2218,437,1211,422,5.0237,241900,<1H OCEAN
-118.12,34.14,52,2337,352,981,328,5.8692,490400,<1H OCEAN
-118.12,34.14,25,3420,977,1718,947,3.1033,217900,<1H OCEAN
-118.12,34.13,52,2935,341,975,327,11.706,500001,<1H OCEAN
-118.12,34.12,52,2907,317,956,279,15.0001,500001,<1H OCEAN
-118.12,34.11,52,2787,353,1057,364,10.2317,500001,<1H OCEAN
-118.12,34.11,48,2124,319,785,319,5.2131,359600,<1H OCEAN
-118.12,34.1,49,2057,430,1103,414,4.0556,282600,<1H OCEAN
-118.12,34.1,34,2918,555,1435,568,4.2344,306300,<1H OCEAN
-118.12,34.09,25,4870,1371,3518,1296,3.2307,188400,<1H OCEAN
-118.12,34.09,25,3603,1003,2719,913,2.6981,208000,<1H OCEAN
-118.12,34.08,52,1437,290,980,282,5.3032,245700,<1H OCEAN
-118.12,34.08,49,1782,374,1010,367,3.1583,268200,<1H OCEAN
-118.12,34.08,35,2248,,1762,622,3,253900,<1H OCEAN
-118.12,34.08,36,2433,585,1565,563,3.2344,234900,<1H OCEAN
-118.12,34.07,45,1770,423,1410,389,3.0592,212500,<1H OCEAN
-118.12,34.07,43,1050,252,820,244,2.025,215600,<1H OCEAN
-118.12,34.06,23,1190,347,965,327,2.2261,211800,<1H OCEAN
-118.12,34.06,17,5137,1614,4945,1535,2.4599,181600,<1H OCEAN
-118.12,34.06,35,1729,438,1308,412,2.5321,197200,<1H OCEAN
-118.12,34.06,25,1137,293,800,281,2.4286,233300,<1H OCEAN
-118.12,34.06,25,1526,388,1304,378,3.1892,214700,<1H OCEAN
-118.12,34.05,32,3775,786,2416,792,3.6625,247600,<1H OCEAN
-118.12,34.04,35,1038,209,598,190,5.9214,254900,<1H OCEAN
-118.12,34.04,34,2103,427,1355,434,4.5795,235300,<1H OCEAN
-118.12,34.04,35,1064,203,608,201,4.0938,246900,<1H OCEAN
-118.12,34.02,25,2655,558,1466,525,3.0529,265800,<1H OCEAN
-118.12,34.03,20,2595,428,1751,479,5.6112,308000,<1H OCEAN
-118.12,34.02,36,1595,383,1105,359,2.4286,205600,<1H OCEAN
-118.12,34.02,32,1789,528,1429,517,1.8906,224500,<1H OCEAN
-118.12,34,31,3281,768,2385,733,2.7308,173800,<1H OCEAN
-118.12,34.01,40,1417,338,1068,331,2.4259,164600,<1H OCEAN
-118.12,34.01,33,1956,478,1472,464,1.9867,166300,<1H OCEAN
-118.12,33.99,27,2316,559,2012,544,2.8155,176800,<1H OCEAN
-118.12,33.99,26,2296,534,1777,507,2.5395,191000,<1H OCEAN
-118.12,33.98,44,932,179,717,180,3.6875,178100,<1H OCEAN
-118.12,33.99,24,1705,479,2037,459,2.4219,137500,<1H OCEAN
-118.11,34.19,50,1430,186,620,201,9.532,483300,INLAND
-118.11,34.2,36,4915,725,1897,700,6.827,359400,INLAND
-118.11,34.18,52,3571,510,1434,490,5.9009,376000,INLAND
-118.11,34.17,50,3374,598,1484,569,4.99,261600,INLAND
-118.11,34.17,46,2837,592,1453,549,3.1115,234600,INLAND
-118.11,34.16,52,3158,459,1229,444,5.4223,325600,INLAND
-118.11,34.16,52,2489,437,1101,438,4.2065,320300,INLAND
-118.11,34.16,52,1353,274,852,306,3.4583,239900,INLAND
-118.11,34.15,40,1950,509,1038,438,2.6172,196100,<1H OCEAN
-118.11,34.15,26,2193,558,1186,559,3.6474,184100,<1H OCEAN
-118.11,34.14,52,2401,332,810,308,6.0948,358700,<1H OCEAN
-118.11,34.14,44,3298,615,1417,643,4.1324,434800,<1H OCEAN
-118.11,34.12,48,2476,313,900,303,10.6767,500001,<1H OCEAN
-118.11,34.12,52,2954,371,1152,347,11.5609,500001,<1H OCEAN
-118.11,34.11,50,2131,294,753,284,6.7099,352200,<1H OCEAN
-118.11,34.1,49,2812,478,1329,490,5.2503,292900,<1H OCEAN
-118.11,34.1,44,2012,435,1454,456,3.3229,226600,<1H OCEAN
-118.11,34.1,20,3090,802,2109,738,3.3801,192500,<1H OCEAN
-118.11,34.08,42,3172,644,1829,642,3.3966,243200,<1H OCEAN
-118.11,34.08,30,2350,472,945,467,3.3421,201000,<1H OCEAN
-118.11,34.08,45,1106,226,779,205,4.5446,244800,<1H OCEAN
-118.11,34.07,46,1130,229,698,209,5.2719,244400,<1H OCEAN
-118.11,34.07,19,3215,907,3072,870,2.3393,202300,<1H OCEAN
-118.11,34.06,18,2609,721,2221,703,2.3224,192300,<1H OCEAN
-118.11,34.06,32,1273,344,1148,368,2.1061,214700,<1H OCEAN
-118.11,34.06,16,2416,565,1750,514,2.8229,163700,<1H OCEAN
-118.11,34.06,14,2628,668,2208,574,2.9764,160300,<1H OCEAN
-118.11,34.07,39,1270,299,1073,278,3.3088,186600,<1H OCEAN
-118.11,34.06,30,1547,436,1700,410,2.5488,187500,<1H OCEAN
-118.11,34.05,23,3436,565,1729,529,5.9941,266700,<1H OCEAN
-118.11,34.04,28,3913,696,2264,697,5.2446,258000,<1H OCEAN
-118.11,34.03,36,1493,316,989,293,3.5272,213700,<1H OCEAN
-118.11,33.97,33,2125,500,1672,476,3.6397,166600,<1H OCEAN
-118.11,33.98,36,446,108,410,117,3.3942,147200,<1H OCEAN
-118.11,34.02,17,9559,1911,5279,1844,5.1515,318900,<1H OCEAN
-118.11,34.02,40,1727,309,932,313,3.95,210200,<1H OCEAN
-118.11,34.01,43,1539,386,1122,377,2.4605,196000,<1H OCEAN
-118.11,34.01,41,815,252,775,231,2.2847,190000,<1H OCEAN
-118.11,34,24,2403,590,2103,547,2.7292,193800,<1H OCEAN
-118.11,34,38,2573,484,1568,459,3.0208,193700,<1H OCEAN
-118.11,34,33,2886,726,2650,728,2.625,178700,<1H OCEAN
-118.11,34.01,22,1141,332,1189,321,2.2042,162500,<1H OCEAN
-118.1,34.18,39,2321,336,880,339,7.7108,450000,INLAND
-118.1,34.18,47,2168,352,902,361,5.894,300900,INLAND
-118.1,34.17,46,1774,315,753,330,4.7241,279600,INLAND
-118.1,34.17,48,1111,229,421,202,3.2813,268100,INLAND
-118.1,34.16,44,2795,496,1235,469,4.2386,283700,INLAND
-118.1,34.17,44,4505,894,2296,899,3.4811,300500,INLAND
-118.1,34.16,46,2863,513,1412,498,5.3272,330200,INLAND
-118.1,34.15,32,978,227,543,211,3.0096,199000,INLAND
-118.1,34.15,14,1442,369,782,343,2.7431,177500,INLAND
-118.1,34.14,45,3066,659,1287,625,3.5804,324400,<1H OCEAN
-118.1,34.14,26,6262,1645,3001,1505,3.6572,213200,<1H OCEAN
-118.1,34.13,44,1917,265,754,257,12.4237,500001,<1H OCEAN
-118.1,34.13,44,1745,237,693,248,9.7912,500001,<1H OCEAN
-118.1,34.12,49,3783,579,1601,539,6.3013,500001,<1H OCEAN
-118.1,34.12,50,1835,231,636,211,11.6471,500001,<1H OCEAN
-118.1,34.13,47,2234,276,749,260,15.0001,500001,<1H OCEAN
-118.1,34.1,52,1788,313,792,294,3.75,280000,<1H OCEAN
-118.1,34.11,49,3367,523,1317,495,6.706,351400,<1H OCEAN
-118.1,34.1,41,1379,315,1249,309,2.6553,183100,<1H OCEAN
-118.1,34.09,44,2352,484,1517,463,4.2833,258000,<1H OCEAN
-118.1,34.1,29,1937,448,1352,433,3.81,234600,<1H OCEAN
-118.1,34.1,34,2578,645,1628,617,2.34,210900,<1H OCEAN
-118.1,34.09,42,1460,289,829,273,4.875,227300,<1H OCEAN
-118.1,34.08,37,2894,659,1977,636,2.543,208100,<1H OCEAN
-118.1,34.08,24,4510,1296,3985,1240,2.6884,204600,<1H OCEAN
-118.1,34.09,46,2822,525,1434,520,3.8906,238300,<1H OCEAN
-118.1,34.08,21,1349,352,1188,330,2.5,182100,<1H OCEAN
-118.1,34.07,29,1179,313,1255,308,2.5964,176800,<1H OCEAN
-118.1,34.07,36,1240,349,1383,338,2.4931,170300,<1H OCEAN
-118.1,34.07,36,3661,956,3816,931,2.5104,185000,<1H OCEAN
-118.1,34.07,33,3437,1081,3817,1042,2.25,203700,<1H OCEAN
-118.1,34.06,31,2852,740,3100,725,2.9524,178800,<1H OCEAN
-118.1,34.06,36,1463,369,1492,366,3.25,179200,<1H OCEAN
-118.1,34.05,31,3559,734,2975,715,3.756,183300,<1H OCEAN
-118.1,34.05,26,1495,328,1296,304,2.913,152300,<1H OCEAN
-118.1,33.99,36,1529,290,1271,287,3.6875,175200,<1H OCEAN
-118.1,33.99,35,1326,272,933,267,3.4306,162500,<1H OCEAN
-118.1,33.99,31,965,217,599,206,2.7202,190300,<1H OCEAN
-118.1,33.97,35,2426,529,2010,514,2.9922,163500,<1H OCEAN
-118.1,33.98,34,1357,310,1042,287,3.4083,156700,<1H OCEAN
-118.1,33.98,33,1927,482,1623,479,3.5268,152000,<1H OCEAN
-118.1,33.96,38,1657,335,1195,309,4.1711,160100,<1H OCEAN
-118.1,33.96,36,1184,240,946,232,4.0357,162500,<1H OCEAN
-118.1,33.97,20,1878,548,1461,516,2.9821,142500,<1H OCEAN
-118.1,33.96,36,2013,435,1476,475,3.9549,192100,<1H OCEAN
-118.1,33.96,40,1743,328,981,291,3.6667,173100,<1H OCEAN
-118.1,34.02,33,1143,172,508,174,4.9107,279900,<1H OCEAN
-118.1,34.01,29,2077,564,2087,543,2.66,189200,<1H OCEAN
-118.1,34.01,23,1724,576,1336,542,1.3365,183300,<1H OCEAN
-118.1,34.01,42,1436,298,1005,298,3.4297,195800,<1H OCEAN
-118.1,34.02,37,1022,232,653,238,3.0625,189400,<1H OCEAN
-118.1,34,32,2122,591,1929,539,2.7311,169300,<1H OCEAN
-118.09,34.18,34,3113,409,1139,418,10.2289,500001,INLAND
-118.09,34.17,36,2875,552,1131,458,4.3083,269300,INLAND
-118.09,34.15,46,271,74,150,55,2.2321,237500,INLAND
-118.09,34.15,52,670,141,268,110,3.5568,205000,INLAND
-118.09,34.15,49,1467,259,688,260,4.3452,260100,INLAND
-118.09,34.16,45,2199,358,942,353,5.0393,321100,INLAND
-118.09,34.14,40,3092,549,1457,536,5.3377,373800,INLAND
-118.09,34.15,45,1345,356,749,327,2.8007,210900,INLAND
-118.09,34.12,45,2966,415,1231,409,7.8347,500001,<1H OCEAN
-118.09,34.12,38,2638,432,1284,433,5.4536,342700,<1H OCEAN
-118.09,34.12,38,1713,285,779,286,5.6152,359900,<1H OCEAN
-118.09,34.11,36,2966,527,1231,482,4.6442,316800,<1H OCEAN
-118.09,34.11,45,1883,275,764,289,6.5078,414800,<1H OCEAN
-118.09,34.1,27,6010,1532,3620,1445,2.7436,201700,<1H OCEAN
-118.09,34.09,36,1068,246,949,250,2.3462,188500,<1H OCEAN
-118.09,34.1,40,1904,393,1183,364,3.6696,210400,<1H OCEAN
-118.09,34.09,40,855,208,745,222,3.0125,224000,<1H OCEAN
-118.09,34.08,34,1513,384,986,336,2.6901,235600,<1H OCEAN
-118.09,34.08,33,1430,344,1165,328,3.0357,206000,<1H OCEAN
-118.09,34.08,42,1003,236,769,231,3.1607,218300,<1H OCEAN
-118.09,34.07,45,593,133,481,128,2.5938,199300,<1H OCEAN
-118.09,34.07,38,1036,226,1058,235,3.2578,184200,<1H OCEAN
-118.09,34.07,26,794,182,709,170,3.175,170800,<1H OCEAN
-118.09,34.07,45,726,146,568,160,3.0347,183200,<1H OCEAN
-118.09,34.07,31,1054,252,1032,258,2.3424,188500,<1H OCEAN
-118.09,34.06,30,1980,552,2264,511,2.6094,179400,<1H OCEAN
-118.09,34.06,38,3230,840,3485,827,2.629,171600,<1H OCEAN
-118.09,34.06,31,1146,289,1163,258,2.2083,185600,<1H OCEAN
-118.09,34.05,22,1764,357,1379,363,3.5357,199000,<1H OCEAN
-118.09,34.04,18,5580,1369,3842,1276,3.6512,168500,<1H OCEAN
-118.09,34.04,24,1543,257,824,271,6.4385,272600,<1H OCEAN
-118.09,34.01,36,1465,363,1538,342,3.5469,150600,<1H OCEAN
-118.09,34.01,42,897,229,1094,238,2.0729,114100,<1H OCEAN
-118.09,34.01,31,1108,238,1151,229,4.3333,149500,<1H OCEAN
-118.09,34,36,1722,353,1174,335,3.045,160600,<1H OCEAN
-118.09,34,35,1580,331,1290,338,4.1458,162500,<1H OCEAN
-118.09,33.99,34,1369,270,1005,272,3.692,172600,<1H OCEAN
-118.09,33.98,37,1270,272,1092,274,3.5,160700,<1H OCEAN
-118.09,33.99,35,2787,639,1923,614,3.5757,177900,<1H OCEAN
-118.09,33.98,39,936,194,691,211,3.6875,169500,<1H OCEAN
-118.09,33.97,39,1473,297,1108,294,4.1389,166000,<1H OCEAN
-118.09,33.97,35,2664,541,2033,491,3.7326,164300,<1H OCEAN
-118.09,33.98,37,1226,255,1068,271,3.1607,172200,<1H OCEAN
-118.09,33.96,36,3271,603,2593,616,3.3621,169700,<1H OCEAN
-118.09,33.96,36,1116,229,719,233,3.425,163200,<1H OCEAN
-118.09,33.95,36,1991,396,1306,403,4.5,166600,<1H OCEAN
-118.09,33.96,20,1911,472,1407,465,2.7647,163000,<1H OCEAN
-118.09,33.95,32,1083,206,737,218,3.5583,170800,<1H OCEAN
-118.09,33.94,36,2762,472,1576,493,4.0846,183400,<1H OCEAN
-118.09,33.93,36,1585,323,1205,343,4.5306,183400,<1H OCEAN
-118.09,33.94,33,1976,404,1379,395,3.8542,175400,<1H OCEAN
-118.09,34.03,27,3797,597,2043,614,5.5,276800,<1H OCEAN
-118.09,34.02,28,1984,313,1099,343,4.5526,250200,<1H OCEAN
-118.09,34.02,33,4853,1105,2855,1006,3.2622,208600,<1H OCEAN
-118.08,34.09,33,2557,578,1715,530,2.9196,208800,<1H OCEAN
-118.08,34.09,34,1823,457,1485,401,3.7222,207200,<1H OCEAN
-118.08,34.09,32,3214,718,2316,751,3.7066,206800,<1H OCEAN
-118.08,34.07,32,4089,975,3775,955,3.29,205500,<1H OCEAN
-118.08,34.16,42,3490,665,1713,620,4.5461,242400,INLAND
-118.08,34.15,28,238,58,142,31,0.4999,500001,INLAND
-118.08,34.14,45,2923,604,1903,560,3.1729,218700,INLAND
-118.08,34.14,52,1282,189,431,187,6.1159,470800,INLAND
-118.08,34.13,46,1238,147,377,145,8.4546,500001,INLAND
-118.08,34.13,35,1897,279,733,291,7.4185,500001,INLAND
-118.08,34.14,42,2690,589,1149,535,3.88,281100,INLAND
-118.08,34.13,39,788,128,413,139,5.9546,396700,INLAND
-118.08,34.12,41,1598,280,807,282,5.5067,325000,<1H OCEAN
-118.08,34.13,28,4465,985,2273,949,3.5671,228500,INLAND
-118.08,34.12,34,2921,641,1541,562,3.6827,264100,<1H OCEAN
-118.08,34.12,27,1685,341,757,317,4.2434,270500,<1H OCEAN
-118.08,34.11,42,2628,525,1494,523,3.9464,257200,<1H OCEAN
-118.08,34.11,42,1969,353,927,354,5.5924,285300,<1H OCEAN
-118.08,34.1,32,2830,645,1500,527,3.0819,214600,<1H OCEAN
-118.08,34.1,36,2679,548,1605,533,3.5313,213200,<1H OCEAN
-118.08,34.08,38,1889,407,1330,396,3.9219,205200,<1H OCEAN
-118.08,34.08,43,1716,402,1343,386,2.9688,211400,<1H OCEAN
-118.08,34.04,20,5841,1146,3273,1131,4.7222,185100,<1H OCEAN
-118.08,34.01,32,1973,401,1322,386,3.4861,158100,<1H OCEAN
-118.08,34,35,1188,342,1373,332,2.9107,150900,<1H OCEAN
-118.08,34.01,34,1914,549,2122,529,2.5969,150200,<1H OCEAN
-118.08,34.02,14,3789,810,2551,793,2.9321,144200,<1H OCEAN
-118.08,34.01,33,1091,233,890,226,2.7679,176400,<1H OCEAN
-118.08,34.01,36,1248,322,1282,326,3.2031,147600,<1H OCEAN
-118.08,33.98,36,1492,282,1041,270,4.0677,165800,<1H OCEAN
-118.08,33.98,39,1042,221,863,228,3.6033,157800,<1H OCEAN
-118.08,33.99,38,1683,328,1369,339,3.6196,170700,<1H OCEAN
-118.08,33.99,37,1419,310,1125,296,2.5,162000,<1H OCEAN
-118.08,33.99,36,2024,590,2028,573,2.8152,163900,<1H OCEAN
-118.08,34,32,1165,358,997,361,0.9817,166300,<1H OCEAN
-118.08,33.97,38,1026,190,789,193,4.2,163200,<1H OCEAN
-118.08,33.97,36,1620,298,1258,309,3.9773,166700,<1H OCEAN
-118.08,33.97,35,825,155,590,144,4.6333,161200,<1H OCEAN
-118.08,33.97,36,1678,323,1380,352,3.5481,163300,<1H OCEAN
-118.08,33.95,32,1962,387,1274,398,4.8304,160600,<1H OCEAN
-118.08,33.95,37,1743,348,1328,354,3.0944,162800,<1H OCEAN
-118.08,33.96,35,2104,399,1659,387,4.0096,165000,<1H OCEAN
-118.08,33.96,34,1431,310,1162,288,4.369,165400,<1H OCEAN
-118.08,33.94,21,3933,949,2219,820,2.4926,171400,<1H OCEAN
-118.07,34.16,35,3585,671,1401,623,4.125,330000,INLAND
-118.07,34.09,40,1745,370,1293,357,2.5474,198100,<1H OCEAN
-118.07,34.09,35,1224,267,887,276,4.0987,202400,<1H OCEAN
-118.07,34.08,38,2462,553,1843,538,3.2312,211900,<1H OCEAN
-118.07,34.07,19,1554,393,1427,370,3.125,207100,<1H OCEAN
-118.07,34.08,37,1210,252,733,243,2.806,214600,<1H OCEAN
-118.07,34.07,31,1370,284,1062,277,3.5156,199300,<1H OCEAN
-118.07,34.06,34,2873,718,2758,699,2.5985,168600,<1H OCEAN
-118.07,34.17,34,4062,597,1525,566,7.8588,454800,INLAND
-118.07,34.17,36,2415,394,1215,413,5.5418,326100,INLAND
-118.07,34.17,35,2142,373,986,374,5.7051,326000,INLAND
-118.07,34.16,39,1804,265,730,276,6.4761,397500,INLAND
-118.07,34.16,35,2459,438,970,437,4.2143,369400,INLAND
-118.07,34.15,45,1095,237,672,234,3.4087,209200,INLAND
-118.07,34.14,42,3200,685,1668,628,3.375,260400,INLAND
-118.07,34.13,27,3787,913,1992,853,3.301,251200,INLAND
-118.07,34.12,30,2201,559,1194,531,4.1136,279900,INLAND
-118.07,34.12,43,1554,287,802,277,4.2312,272600,INLAND
-118.07,34.11,41,2869,563,1627,533,5.0736,270700,<1H OCEAN
-118.07,34.11,47,832,194,419,156,3.1576,225000,<1H OCEAN
-118.07,34.1,34,2253,522,1262,511,3.4375,259800,<1H OCEAN
-118.07,34.09,33,2178,445,1153,400,3.6083,212000,<1H OCEAN
-118.07,34.1,28,676,177,543,185,3.2361,187500,<1H OCEAN
-118.07,34.1,32,4275,,2812,1012,3.3512,214100,<1H OCEAN
-118.07,34.01,38,2245,444,1540,419,3.7986,171000,<1H OCEAN
-118.07,34.01,36,1391,283,1025,275,3.2375,176800,<1H OCEAN
-118.07,34,42,1392,351,1471,348,2.63,143800,<1H OCEAN
-118.07,33.99,35,1625,302,1134,288,4.5595,164900,<1H OCEAN
-118.07,33.99,41,1204,252,1002,248,3.0577,163300,<1H OCEAN
-118.07,33.99,39,552,151,807,168,3.25,153300,<1H OCEAN
-118.07,34,37,2976,636,2117,598,4.1058,167300,<1H OCEAN
-118.07,33.98,32,3304,714,2032,690,3.2093,167800,<1H OCEAN
-118.07,33.98,41,1478,273,916,281,3.9688,169800,<1H OCEAN
-118.07,33.97,36,1887,370,1006,329,3.1554,170700,<1H OCEAN
-118.07,33.97,32,3400,826,3017,793,2.4607,155600,<1H OCEAN
-118.07,33.96,30,928,230,913,214,2.6991,147100,<1H OCEAN
-118.07,33.97,36,1265,273,1052,253,4.8929,156200,<1H OCEAN
-118.06,35.68,15,1962,403,730,321,2.25,67500,INLAND
-118.06,34.17,38,2726,398,1059,380,7.2419,410400,INLAND
-118.06,34.16,46,1467,298,816,267,3.6705,286500,INLAND
-118.06,34.16,34,2297,419,909,412,4.8214,362500,INLAND
-118.06,34.15,37,1980,226,697,226,15.0001,500001,INLAND
-118.06,34.13,40,4307,918,1769,845,3.6341,391500,INLAND
-118.06,34.14,42,2461,379,1179,360,7.0315,437300,INLAND
-118.06,34.14,40,2662,379,1151,387,8.4889,500001,INLAND
-118.06,34.13,28,12139,2873,5359,2731,3.292,227300,INLAND
-118.06,34.12,25,3891,848,1848,759,3.6639,248100,INLAND
-118.06,34.12,34,2941,558,1660,576,4.5667,271500,INLAND
-118.06,34.12,35,2053,369,1044,375,4.1875,275400,INLAND
-118.06,34.11,36,2178,485,914,412,2.7656,239500,INLAND
-118.06,34.11,39,2603,547,1196,487,3.0854,248700,INLAND
-118.06,34.1,38,3229,636,1599,609,3.8646,257100,<1H OCEAN
-118.06,34.1,42,1576,313,697,282,4.3523,283600,<1H OCEAN
-118.06,34.1,43,1833,355,786,334,3.5761,256700,<1H OCEAN
-118.06,34.1,38,2438,442,1308,461,3.6995,260100,<1H OCEAN
-118.06,34.09,38,2036,388,1096,371,4.0625,262500,<1H OCEAN
-118.06,34.1,38,1960,330,874,308,4.8594,265900,<1H OCEAN
-118.06,34.09,36,1239,238,717,237,3.244,258100,<1H OCEAN
-118.06,34.09,40,1975,389,1116,378,4.2898,251600,<1H OCEAN
-118.06,34.08,37,778,205,850,198,2.5119,180500,<1H OCEAN
-118.06,34.08,34,1197,260,942,245,3.4202,189100,<1H OCEAN
-118.06,34.08,42,1988,402,1239,402,3.2569,201500,<1H OCEAN
-118.06,34.07,30,2308,674,3034,691,2.3929,184400,<1H OCEAN
-118.06,34.06,28,2127,625,3160,620,2.5763,173900,<1H OCEAN
-118.06,34.06,28,1778,605,2184,574,1.9189,165900,<1H OCEAN
-118.06,34.04,28,1516,363,1011,344,2.6288,160300,<1H OCEAN
-118.06,34.03,36,21,7,21,9,2.375,175000,<1H OCEAN
-118.06,34.02,25,3548,639,2653,664,5.2557,188800,<1H OCEAN
-118.06,34.01,34,1962,396,1488,332,3.9091,155100,<1H OCEAN
-118.06,33.98,40,1723,370,1221,370,3.3562,169200,<1H OCEAN
-118.06,33.98,40,1410,255,932,273,4.2206,178000,<1H OCEAN
-118.06,33.98,42,1342,243,615,208,5.4381,186900,<1H OCEAN
-118.06,33.98,50,1146,238,579,213,2.9583,172600,<1H OCEAN
-118.06,33.98,38,1862,319,975,305,4.7266,177600,<1H OCEAN
-118.06,34,34,5002,917,2597,893,3.9243,219800,<1H OCEAN
-118.06,33.99,38,862,178,484,176,4.375,186200,<1H OCEAN
-118.06,33.99,47,1588,309,827,292,3.7833,166100,<1H OCEAN
-118.06,33.99,46,1203,219,637,211,3.3611,174400,<1H OCEAN
-118.06,33.99,45,1471,255,670,250,4.5478,188000,<1H OCEAN
-118.06,33.97,37,1645,308,1077,320,4.3203,159200,<1H OCEAN
-118.06,33.97,39,1639,300,988,309,3.9612,175800,<1H OCEAN
-118.05,36.64,34,2090,478,896,426,2.0357,74200,INLAND
-118.05,34.17,45,2535,455,1036,437,5.0482,388900,INLAND
-118.05,34.16,36,3908,732,1688,725,4.5625,376800,INLAND
-118.05,34.16,41,3320,713,1236,659,3.5694,278600,INLAND
-118.05,34.15,32,5131,665,1877,622,8.2004,500001,INLAND
-118.05,34.14,39,2125,295,862,303,8.9728,500001,INLAND
-118.05,34.13,23,3264,729,1475,668,3.735,218300,INLAND
-118.05,34.11,42,3677,627,1779,622,5.1509,426500,INLAND
-118.05,34.12,20,5218,959,2302,850,3.55,476700,INLAND
-118.05,34.11,48,1410,304,677,274,3.2596,272400,INLAND
-118.05,34.1,36,1606,318,889,294,4.7931,272600,INLAND
-118.05,34.1,30,2143,427,1107,416,4.2321,252200,INLAND
-118.05,34.1,42,2065,404,1313,402,4.0179,274300,INLAND
-118.05,34.09,23,602,135,409,123,3.5268,146400,<1H OCEAN
-118.05,34.08,34,572,154,752,182,2.0433,138800,<1H OCEAN
-118.05,34.08,25,4909,1422,4983,1293,2.7254,143500,<1H OCEAN
-118.05,34.08,30,1572,427,1857,428,2.4914,159200,<1H OCEAN
-118.05,34.07,32,4492,1075,4119,1035,3.2373,183100,<1H OCEAN
-118.05,34.06,32,2286,654,2991,655,2.1781,174500,<1H OCEAN
-118.05,34.06,45,531,164,722,166,2.1406,162500,<1H OCEAN
-118.05,34.06,25,1022,291,1570,297,3.023,142000,<1H OCEAN
-118.05,34.05,36,1084,202,920,199,3.7279,162200,<1H OCEAN
-118.05,34.04,33,1348,,1098,257,4.2917,161200,<1H OCEAN
-118.05,34.02,31,40,8,25,7,2.125,375000,<1H OCEAN
-118.05,33.99,42,2480,401,1085,438,5.193,263400,<1H OCEAN
-118.05,33.99,38,1619,,886,357,3.7328,182400,<1H OCEAN
-118.05,33.98,41,1406,428,1174,390,2.0147,137500,<1H OCEAN
-118.05,33.98,41,1694,413,1222,387,2.8311,155300,<1H OCEAN
-118.05,33.96,37,2622,652,2778,644,2.9714,160300,<1H OCEAN
-118.05,33.98,34,2142,390,1305,406,4.0379,172800,<1H OCEAN
-118.05,33.97,36,2854,688,2816,673,3.6,154000,<1H OCEAN
-118.05,33.95,33,1954,390,1600,376,3.6125,170800,<1H OCEAN
-118.05,33.94,34,495,120,527,130,1.9453,149000,<1H OCEAN
-118.05,33.93,31,894,203,883,190,3.6771,141500,<1H OCEAN
-118.05,33.93,35,2107,480,2241,443,3.1513,150000,<1H OCEAN
